gene	mean	median	longest_isoform	merged
Uba3	2392	2590	2835	2910
Arl6ip5	1339	1339	1339	1339
Lmod3	2242	2242	2242	2242
Frmd4b	5029	5029	5029	5029
Mitf	4749	4777	4890	5178
Gm765	826	826	826	826
Foxp1	6944	7025	7177	7484
Eif4e3	2513	2513	2513	2513
Gpr27	1140	1140	1140	1140
Prok2	1429	1450	1513	1513
Rybp	4376	4376	4376	4376
1700049E22Rik	507	507	507	507
Shq1	3261	3261	3261	3261
Gxylt2	1826	1826	1826	1826
Ppp4r2	3641	3641	3641	3641
Pdzrn3	4106	4106	4106	4106
Gm9871	1560	1560	1560	1560
Cntn3	5183	5183	5183	5183
4930587E11Rik	670	670	831	983
Mir6373	102	102	102	102
Chl1	7751	7751	7751	7751
Cntn6	3579	3579	3579	3579
Gm19757	2946	2946	2946	2946
Cntn4	3723	2998	5262	6017
Il5ra	3553	3553	3553	3553
Trnt1	2157	2246	2311	3539
Crbn	4051	4051	4053	4053
Lrrn1	3756	3756	3756	3756
Setmar	1693	1693	1770	1770
Sumf1	2601	2601	2601	2601
Itpr1	9877	9877	9877	9877
Mir7661	61	61	61	61
0610040F04Rik	1260	1260	1737	2393
Bhlhe40	3113	3113	3113	3113
Arl8b	2928	2928	2928	2928
Edem1	5858	5858	5858	5858
Grm7	4181	4181	4181	4181
1700054K19Rik	451	451	451	451
Lmcd1	1728	1728	1728	1728
5031434C07Rik	2110	2110	2116	2116
Ssu2	1321	1321	1321	1321
Cav3	1157	1157	1157	1157
Oxtr	4568	4568	4568	4568
Rad18	2630	2630	2701	2701
Srgap3	8886	8886	8886	8886
Thumpd3	2061	2061	2061	2061
Gt(ROSA)26Sor	975	1108	1214	1604
Setd5	6470	6470	6470	6470
Lhfpl4	4765	4765	4765	4765
Mtmr14	2676	2676	2676	2676
Cpne9	2779	2779	2779	2779
Brpf1	4718	4722	4883	4901
Ogg1	1543	1543	1543	1543
Camk1	1434	1434	1434	1434
Tada3	1853	1853	1853	1853
Arpc4	2154	2152	2271	2271
Ttll3	2281	2281	3113	3960
Rpusd3	1269	1269	1269	1269
Cidec	1711	1711	1720	1720
Jagn1	1164	1201	1208	1260
Il17re	2268	1973	2933	2992
Il17rc	2321	2321	2369	2369
Creld1	2034	2034	2034	2034
Prrt3	3753	3760	3789	3924
Emc3	1958	1958	1958	1958
Fancd2	4780	4780	4780	4780
Fancd2os	1358	1358	1358	1358
Brk1	1095	1095	1095	1095
Vhl	2730	2730	2730	2730
Irak2	3125	3125	3197	3197
Tatdn2	2646	2646	2646	2646
Mir7042	58	58	58	58
Ghrl	464	454	558	558
Sec13	1301	1301	1301	1301
Atp2b2	6999	6999	7094	7218
Slc6a11	4066	4066	4066	4066
Slc6a1	4295	4295	4295	4295
Hrh1	3818	3804	3868	4078
Atg7	3851	3882	3912	4033
Vgll4	1291	1291	1291	1291
Tamm41	1166	1166	1166	1166
Syn2	3600	3600	3858	5650
Timp4	1416	1416	1416	1416
Pparg	1867	1786	2127	2323
Tsen2	1774	1774	1774	1774
Mkrn2os	2539	2539	2539	2539
Mkrn2	2240	2240	2240	2240
Raf1	3066	3066	3066	3066
Tmem40	1210	1276	1408	1728
Cand2	5453	5453	5453	5453
Mir7660	63	63	63	63
Rpl32	504	504	504	504
Snora7a	129	129	129	129
Efcab12	2551	2551	2551	2551
Mbd4	3584	3584	3584	3584
Ift122	4065	4065	4067	4067
Rho	3236	3236	3236	3236
H1foo	1131	1131	1131	1131
Plxnd1	6907	6907	6907	6907
Tmcc1	5719	5719	5719	5719
9530062K07Rik	785	785	785	785
Fam21	4297	4297	4297	4297
Zfand4	3021	3096	3172	3221
March8	4426	4400	4623	4623
Alox5	2827	2827	2827	2827
Olfr211	930	930	930	930
Olfr212	2672	2672	2672	2672
Olfr213	984	984	984	984
Olfr214	963	963	963	963
Olfr215	933	933	933	933
Zfp422	3289	3269	3411	3631
Rassf4	6344	6344	6344	6344
Mir7043	70	70	70	70
8430408G22Rik	1315	1315	1317	1317
Tmem72	3335	3335	3335	3335
Cxcl12	3573	3173	5670	7161
1700030F04Rik	418	418	418	418
Zfp637	1099	1099	1099	1099
Zfp239	2723	2723	2813	2813
Hnrnpf	2302	2272	2532	2990
Fxyd4	552	552	554	554
Rasgef1a	3236	3236	3236	3236
Mir7044	72	72	72	72
Csgalnact2	3661	3661	3661	3661
Ret	6702	6702	7341	7341
1700069P05Rik	787	787	787	787
Gm30498	632	632	632	632
Bms1	4288	4288	4288	4288
Zfp248	3661	3661	3661	3661
Zfp9	3921	3921	3921	3921
Ankrd26	5704	5704	5704	5704
Cacna1c	13452	13586	13841	14774
4931430N09Rik	2166	2166	2166	2166
Dcp1b	3311	3311	3311	3311
Cacna2d4	5803	5803	5803	5803
Lrtm2	3492	3492	3578	3679
Adipor2	3963	3963	3963	3963
Wnt5b	2220	2174	2371	2654
Fbxl14	4219	4219	4219	4219
Erc1	6602	8695	8760	9854
3110021A11Rik	824	824	824	824
Rad52	1678	1695	1698	1978
Wnk1	10603	10558	11332	12052
Mir706	84	84	84	84
Ninj2	822	822	822	822
B4galnt3	2961	2961	2961	2961
Ccdc77	2552	2552	2651	2935
Kdm5a	10969	10969	10969	10969
Il17ra	3970	3970	3970	3970
Cecr6	4869	4869	4869	4869
Cecr5	1908	1908	1908	1908
1700072O05Rik	668	668	668	668
Cecr2	9213	9213	9213	9213
Slc25a18	1367	1367	1367	1367
Atp6v1e1	1204	1204	1204	1204
Bcl2l13	6933	6933	6933	6933
Bid	1891	1891	1891	1891
Mical3	6180	6180	9432	9858
Pex26	3489	3937	4093	4436
Tuba8	1432	1432	1432	1432
Usp18	1771	1771	1771	1771
Slc6a13	2150	2150	2150	2150
Slc6a12	2563	2563	2563	2563
Iqsec3	6981	6845	7524	7795
A2m	4671	4671	4671	4671
Mug1	4657	4657	4657	4657
Mug2	4544	4544	4544	4544
Gm10319	1350	1350	1350	1350
Mug-ps1	4683	4683	4683	4683
Klrg1	1364	1364	1364	1364
M6pr	2222	2222	2222	2222
Phc1	3854	3884	3906	3937
Rimklb	4017	4017	4017	4017
Mfap5	1410	1410	1410	1410
Aicda	2397	2397	2397	2397
Apobec1	2237	2237	2265	2265
Gdf3	2109	2109	2109	2109
Dppa3	818	818	818	818
Nanog	2107	2111	2214	2242
Slc2a3	3959	3959	3959	3959
Foxj2	5013	5013	5013	5013
Mir7231	61	61	61	61
C3ar1	4299	4299	4299	4299
Necap1	2393	2393	2393	2393
Clec4a1	1558	1558	1558	1558
Clec4a3	1236	1236	1304	1330
Clec4a4	1092	1092	1092	1092
Clec4b1	734	734	784	784
Clec4a2	2478	2481	2553	2616
Clec4b2	1044	1044	1044	1044
Clec4n	1181	1155	1245	1245
Clec4d	1334	1334	1336	1336
Clec4e	2519	2519	2519	2519
Vmn2r19	2565	2565	2565	2565
Vmn2r20	2562	2562	2562	2562
Vmn2r21	2562	2562	2562	2562
Vmn2r22	2562	2562	2562	2562
Vmn2r23	2550	2550	2550	2550
Vmn2r24	2565	2565	2565	2565
Vmn2r25	2568	2568	2568	2568
Vmn2r26	2568	2568	2568	2568
Vmn2r27	2574	2574	2574	2574
Cd163	4450	4450	4492	4492
1700013D24Rik	534	534	534	534
1700027F06Rik	403	403	403	403
Pex5	3120	3112	3185	3282
Clstn3	4007	4007	4007	4007
C1rl	3010	3010	3010	3010
C1ra	2762	2762	2762	2762
C1s1	2928	2928	2947	2985
C1rb	2166	2166	2166	2166
C1s2	2662	2662	2662	2662
Lpcat3	2502	2502	2502	2502
Emg1	1045	1045	1045	1045
Phb2	1360	1360	1360	1360
Mir141	72	72	72	72
Mir200c	69	69	69	69
Ptpn6	2220	2220	2221	2430
Grcc10	567	567	567	567
Atn1	4396	4396	4396	4396
Eno2	2618	2618	2797	2797
Lrrc23	1444	1444	1444	1444
Spsb2	1189	1204	1226	1372
Tpi1	1601	1601	1601	1601
Usp5	3176	3176	3176	3176
Cdca3	1488	1488	1488	1488
Gnb3	1846	1846	1846	1846
P3h3	2779	2779	2779	2779
Gpr162	2675	2675	2675	2675
Cd4	3095	3095	3095	3095
Lag3	2003	2003	2003	2003
Ptms	1155	1155	1155	1155
Mlf2	1533	1533	1544	1544
Cops7a	1548	1548	1775	2265
Pianp	2116	2070	2225	2339
Zfp384	3167	3167	3198	3553
4930557K07Rik	362	362	362	362
Ing4	1617	1617	1617	1617
Acrbp	1586	1586	1913	2154
Lpar5	1425	1425	1458	1515
Chd4	6425	6425	6425	6425
Mir7045	63	63	63	63
Nop2	2623	2623	2623	2623
Iffo1	2895	2866	3030	3039
Gapdh	1348	1348	1422	1496
Ncapd2	4514	4514	4514	4514
Scarna10	71	71	71	71
Mrpl51	1515	1515	1515	1515
Vamp1	2948	2948	3154	3154
Tapbpl	2073	2073	2073	2073
E130112N10Rik	1351	1351	1351	1351
Cd27	1412	1396	1576	1576
Mir8113	129	129	129	129
4930417O13Rik	1093	1093	1093	1093
Tuba3a	1509	1509	1509	1509
Ltbr	2092	2092	2092	2092
Scnn1a	3498	3498	3498	3498
Tnfrsf1a	2155	2155	2155	2155
Plekhg6	3019	3019	3019	3019
Cd9	1192	1192	1192	1192
Vwf	8834	8834	8834	8834
Ano2	3927	3927	3927	3927
Ntf3	1362	1343	1428	1548
Gm10415	2825	2825	2825	2825
Kcna5	3005	3005	3005	3005
Kcna1	8970	8970	8970	8970
Kcna6	5839	5839	5839	5839
Ndufa9	1322	1322	1322	1322
Akap3	3153	3153	3153	3153
Dyrk4	2073	2073	2073	2073
Rad51ap1	1835	1835	1835	1835
D6Wsu163e	2238	2238	2238	2238
Fgf6	1232	1232	1232	1232
Fgf23	2702	2702	2702	2702
Tigar	3653	3653	3653	3653
Ccnd2	5771	5771	5771	5771
9330179D12Rik	1244	1301	1319	1494
Gm38404	2496	2496	2496	2496
Parp11	3724	3724	3724	3724
Cracr2a	1094	1094	1094	1094
Prmt8	2413	2413	2413	2413
Mir7233	60	60	60	60
Tspan11	4209	4209	4209	4209
Tspan9	3930	3930	3930	3930
9330102E08Rik	3847	3847	3847	3847
Tead4	3011	3011	3076	3076
Tulp3	3374	3374	3374	3374
Rhno1	1700	1700	1898	1957
Foxm1	4365	4365	4365	4365
4933413G19Rik	1092	1092	1092	1092
Nrip2	1785	1785	1896	1896
Itfg2	2299	2299	2299	2299
Fkbp4	2167	2167	2167	2167
Gm10069	2705	2705	3922	4598
Pzp	4681	4681	4681	4681
BC048546	4698	4698	4698	4698
Klrb1a	1224	1224	1274	1274
Clec2h	2160	2160	2160	2160
Klrb1	645	645	645	645
Klrb1c	2627	2627	2632	2632
Klrb1b	2212	2212	2212	2212
BC035044	1596	1596	2612	2742
Clec2i	2326	2325	2406	2406
Mir7649	54	54	56	109
Clec2g	2387	2404	2466	2613
Gm15987	1082	1082	1082	1082
BC064078	840	840	840	840
Clec2f	657	657	657	657
Klrb1f	1630	1629	1708	1708
Clec2e	2271	2271	2271	2271
Klrb1-ps1	549	549	549	549
Clec2d	1214	1214	1214	1214
2310001H17Rik	623	581	722	769
Cd69	1620	1620	1620	1620
4922502D21Rik	1566	1566	1566	1566
Clec12a	2222	2222	2222	2222
Clec12b	1566	1566	1609	1621
Clec1b	1055	1074	1170	1170
Clec9a	3167	3214	3294	3294
Clec1a	3268	3268	3268	3268
Clec7a	2234	2279	2279	2279
Olr1	3186	3046	3569	3569
Tmem52b	2875	2875	2875	2875
1700101I11Rik	806	806	806	806
Gabarapl1	1773	1773	1773	1773
Klre1	913	913	913	913
Klrd1	866	866	866	866
Klrk1	3216	3197	3272	3344
Klrc3	666	666	666	666
Klrc2	712	712	717	782
Klrc1	1932	1932	1983	1983
Mir680-1	109	109	109	109
Klri1	838	838	838	838
Klri2	3913	3913	3913	3913
Gm156	682	682	682	682
Klra17	1177	1177	1177	1177
Klra5	1151	1151	1151	1151
Klra22	1233	1233	1233	1233
Klra15	1076	1076	1076	1076
Klra6	1116	1116	1116	1116
Klra19	1106	1106	1106	1106
Klra18	1230	1230	1230	1230
Klra4	960	960	962	971
Klra12	860	860	860	860
Klra21	1137	1137	1137	1137
Klra8	1141	1141	1178	1178
Klra14-ps	797	797	802	802
Klra9	1194	1194	1194	1194
Klra7	1058	1058	1075	1238
Klra10	823	823	823	823
Klra23	935	935	935	935
Klra13-ps	815	815	815	815
Klra3	1249	1246	1290	1324
Klra1	1667	1667	1667	1667
Klra2	1836	1836	1886	1886
Magohb	766	766	766	766
Styk1	3378	3378	3378	3378
Ybx3	1758	1758	1862	1862
5430401F13Rik	602	602	602	602
Tas2r130	939	939	939	939
Tas2r107	927	927	927	927
Tas2r106	927	927	927	927
Tas2r104	909	909	909	909
Tas2r105	903	903	903	903
Tas2r114	930	930	930	930
Gm4736	1024	1024	1024	1024
Prb1	1621	1621	1621	1621
Prpmp5	1284	1284	1284	1284
Gm8882	916	916	916	916
Prh1	870	870	870	870
Prp2	951	951	951	951
A630073D07Rik	484	484	484	484
Tas2r120	888	888	888	888
Tas2r121	918	918	918	918
Tas2r122	930	930	930	930
Tas2r115	933	933	933	933
Tas2r124	930	930	930	930
Tas2r102	1044	1044	1044	1044
Tas2r136	984	984	984	984
Tas2r117	993	993	993	993
Tas2r123	1002	1002	1002	1002
Tas2r116	918	918	918	918
Tas2r110	1002	1002	1002	1002
Tas2r113	930	930	930	930
Tas2r125	936	936	936	936
Tas2r129	963	963	963	963
Tas2r131	933	933	933	933
Tas2r109	951	951	951	951
Tas2r103	939	939	939	939
Tas2r140	939	939	939	939
Smim10l1	1085	677	2512	2738
5530400C23Rik	647	647	647	647
Gm5885	648	648	648	648
Gm5886	647	647	647	647
Kap	608	608	608	608
Etv6	5616	5616	5696	5696
Bcl2l14	2220	2220	2220	2220
Lrp6	9366	9366	9366	9366
Mansc1	2376	2376	2376	2376
Loh12cr1	1690	1690	1761	1937
Dusp16	4629	4629	5112	5112
Crebl2	2536	2536	2536	2536
Gpr19	1723	1672	2076	2520
2810454H06Rik	2825	2825	2825	2825
Cdkn1b	2405	2405	2405	2405
1190002F15Rik	594	594	607	607
Apold1	3284	3284	3284	3284
Ddx47	1764	1764	1764	1764
Gprc5a	2071	2071	2071	2071
Gprc5d	1351	1351	1385	1385
Hebp1	1061	1061	1061	1061
Gm19434	2572	2572	2572	2572
8430419L09Rik	4209	4209	4209	4209
Gsg1	1344	1375	1435	1486
Pbp2	1256	1256	1256	1256
Emp1	2772	2763	2832	3046
4930425L21Rik	871	871	871	871
Grin2b	7505	7505	7505	7505
Gm8994	1573	1573	1573	1573
E330021D16Rik	1811	1811	1811	1811
Atf7ip	4527	4527	4527	4527
Plbd1	1974	1974	1974	1974
Gucy2c	3900	3900	3936	3936
Hist4h4	439	439	439	439
H2afj	1827	1827	1827	1827
Wbp11	2722	2722	2722	2722
BC049715	1141	1141	1141	1141
Smco3	2052	2052	2052	2052
Art4	2384	2384	2384	2384
Mgp	599	599	599	599
Erp27	953	953	953	953
Arhgdib	1105	1151	1187	1414
Pde6h	558	558	558	558
Rerg	2175	2197	2254	2313
Ptpro	5352	5352	6621	6748
Eps8	4349	4561	4567	4936
Strap	2644	2644	2644	2644
Dera	1688	1688	1688	1688
Slc15a5	2461	2461	2461	2461
Mgst1	943	943	943	943
Lmo3	2101	2101	2101	2101
A830011K09Rik	2389	2389	2411	2547
Gm30332	2345	2345	2345	2345
B230110G15Rik	772	772	772	772
Igbp1b	1353	1353	1353	1353
4922502N22Rik	1149	1149	1149	1149
Rergl	682	682	682	682
Pik3c2g	3978	3978	4408	4659
Plcz1	2182	2182	2182	2182
Capza3	1262	1262	1262	1262
Plekha5	5133	5133	5133	5133
Aebp2	5075	5176	6379	8157
Pde3a	4205	4205	4205	4205
Gm10400	3835	3835	3835	3835
Slco1c1	3176	3176	3178	3178
Slco1b2	3296	3296	3296	3296
Slco1a4	3823	3823	3823	3823
Slco1a1	3967	3967	3967	3967
Gm6614	1953	1953	1953	1953
Slco1a6	2804	2804	2804	2804
Slco1a5	2598	2598	2624	2698
Iapp	695	695	695	695
Pyroxd1	2155	2155	2155	2155
Recql	2873	3067	3389	4701
Golt1b	2796	2796	2796	2796
Spx	1536	1536	1536	1536
Gys2	2657	2657	2657	2657
Ldhb	1242	1242	1304	1304
Kcnj8	2188	2188	2188	2188
Abcc9	7431	7433	7538	7538
5330439B14Rik	1392	1392	1392	1392
Cmas	1760	1760	1760	1760
Gm766	1475	1475	1475	1475
Gm7457	2459	2459	2459	2459
St8sia1	8995	8995	8995	8995
C2cd5	4312	4323	4388	4513
Etnk1	6434	6434	6434	6434
D6Ertd474e	2761	2761	2761	2761
1700060C16Rik	645	645	645	645
Sox5	7199	7187	7331	7334
Sox5os3	904	904	904	904
Bcat1	7842	7842	7852	8102
Lrmp	2145	2082	2313	2450
Casc1	2534	2534	2534	2534
Lyrm5	1504	1504	1623	1623
Kras	4670	4670	4670	4670
Gm15706	886	886	886	886
1700073E17Rik	4599	4599	4599	4599
Ifltd1	1534	1534	1534	1534
Tuba3b	1567	1567	1567	1567
Rassf8	1733	1733	1733	1733
Bhlhe41	6059	6059	6124	6124
Sspn	4408	4408	4408	4408
Itpr2	11773	11773	11823	11823
Asun	3059	3059	3059	3059
Fgfr1op2	2828	2828	2828	2828
Tm7sf3	3312	3312	3312	3312
Med21	780	780	780	780
Gm6654	626	626	626	626
4930479D17Rik	740	740	740	740
Stk38l	4617	4617	4617	4617
Arntl2	2589	2594	2623	2623
Smco2	1268	1268	1268	1268
Ppfibp1	4858	4858	4875	4875
1700034J05Rik	2032	2032	2034	2034
Rep15	982	982	982	982
Mrps35	1067	1067	1067	1067
Mansc4	1123	1123	1123	1123
Klhl42	6571	6571	6571	6571
E330012B07Rik	2361	2361	2361	2361
Pthlh	1512	1512	1512	1512
Ccdc91	2459	2459	2459	2459
1700049E15Rik	921	921	921	921
Far2	3397	3397	3397	3397
Ergic2	3073	3826	3935	4127
4732416N19Rik	551	551	551	551
Tmtc1	8346	8346	8346	8346
Rps4l	941	941	941	941
Gm6313	2562	2562	2562	2562
4930528G23Rik	1723	1723	1723	1723
Ipo8	5359	5359	5359	5359
Caprin2	3367	3367	3697	3697
Fam60a	2638	2638	2638	2638
Dennd5b	9833	9833	9833	9833
Mettl20	1530	1580	1690	1690
Amn1	1027	1027	1027	1027
2810474O19Rik	6097	6080	6149	6149
Bicd1	9626	9626	9664	9664
Speer9-ps1	775	775	775	775
AU018091	3448	3448	3448	3448
Mir290a	83	83	83	83
Mir290b	58	58	58	58
D7Ertd143e	2232	2232	2232	2232
Mir291a	82	82	82	82
Mir292	82	82	82	82
Mir292b	62	62	62	62
Mir291b	79	79	79	79
Mir293	80	80	80	80
Mir294	84	84	84	84
Mir295	69	69	69	69
Nlrp12	4329	4329	4329	4329
Myadm	2911	2923	3005	3418
Prkcg	3038	3038	3115	3115
Cacng7	828	828	828	828
Cacng8	1380	1380	1380	1380
Gm23450	91	91	91	91
3300002P13Rik	1092	1092	1092	1092
Cacng6	783	783	783	783
Tarm1	957	957	957	957
Oscar	1836	1836	1845	1845
Ndufa3	349	349	349	349
Tfpt	1151	1151	1166	1166
Prpf31	3133	3133	3142	3142
Cnot3	2905	2905	2905	2905
Mir3572	86	86	86	86
Leng1	2213	2213	2213	2213
Tmc4	2346	2346	2346	2346
Mboat7	2880	2880	2880	2880
Tsen34	1462	1468	1555	1645
Rps9	703	703	703	703
Pirb	2728	2728	2728	2728
Pira6	2311	1903	3431	5380
Pira2	3464	3464	3464	3464
Pira1	3440	3440	3440	3440
Pira7	2161	2161	2161	2161
Pira4	2128	2128	2128	2128
Pira11	2101	2101	2101	2101
Gm14548	2128	2128	2128	2128
Lilra6	2352	2352	2424	2578
Lair1	3352	3349	3633	3633
9430041J12Rik	2312	2312	2312	2312
Ttyh1	2913	3012	3057	3057
D030047H15Rik	2536	2536	2536	2536
Leng8	5094	5094	5094	5094
Leng9	1690	1690	1690	1690
Cdc42ep5	864	864	864	864
Lilra5	2109	2109	2109	2109
Ncr1	1463	1463	1463	1463
Gp6	1152	1152	1152	1152
Rdh13	3020	3044	3077	3077
Eps8l1	3821	3821	3868	3894
D630041G03Rik	3640	3640	3640	3640
Ppp1r12c	2982	2982	2982	2982
Tnnt1	1017	1027	1030	1030
Tnni3	824	824	824	824
Dnaaf3	2189	2189	2189	2189
Syt5	1750	1750	1750	1750
Ptprh	4020	4020	4020	4020
Tmem86b	1222	1222	1222	1222
Ppp6r1	3793	3793	3793	3793
Hspbp1	1488	1488	1488	1488
Brsk1	2182	2182	2996	3184
Tmem150b	1924	1924	2824	3418
Suv420h2	2206	2206	2235	2235
Cox6b2	530	531	584	617
Fam71e2	2687	2687	2687	2687
Il11	1894	1894	1944	2007
Tmem190	585	585	585	585
Tmem238	1051	1051	1051	1051
Rpl28	496	496	496	496
Ube2s	988	988	988	988
Shisa7	5981	5981	6007	6007
Isoc2b	1065	1065	1065	1065
Isoc2a	1087	1087	1087	1087
Zfp628	3524	3524	3524	3524
Nat14	1612	1612	1612	1612
Ssc5d	4260	4260	4260	4260
Sbk2	1139	1139	1139	1139
Sbk3	3152	3152	3152	3152
Zfp579	2159	2159	2159	2159
Fiz1	2606	2619	2656	2866
Zfp524	1105	1105	1105	1105
Zfp865	3494	3494	3958	3958
Zfp784	2146	2146	2146	2146
Zfp580	1102	1102	1102	1102
Ccdc106	1565	1372	2004	2093
U2af2	2196	2196	2202	2202
Epn1	2479	2479	2565	2565
Rfpl4	1561	1561	1677	1677
Rasl2-9	1009	1009	1009	1009
Vmn1r55	933	933	933	933
Vmn1r56	1832	1832	1832	1832
Vmn1r57	933	933	933	933
Nlrp2	3404	3404	3404	3404
Gm5065	1436	1436	1436	1436
Vmn1r58	2680	2680	2680	2680
Vmn1r59	933	933	933	933
Vmn2r28	2744	2744	2744	2744
Vmn1r60	903	903	903	903
Vmn1r61	903	903	903	903
Vmn1r62	1994	1994	1994	1994
Vmn1r186	903	903	903	903
Vmn1r63	2171	2171	2171	2171
Vmn1r187	903	903	903	903
Vmn1r64	963	963	963	963
Vmn1r65	2682	2682	2682	2682
Nlrp4c	3614	3614	3614	3614
Zfp787	1899	1899	1899	1899
Zfp444	4271	4271	4331	4331
Galp	650	650	650	650
Zscan5b	1969	1969	1969	1969
Gm6792	837	837	928	930
Zfp667	3671	3671	3671	3671
Zfp583	2765	2765	2765	2765
Zfp78	4766	4751	4894	4990
Zfp28	4146	4146	4146	4146
Gm16532	2190	2190	2190	2190
Olfr1344	966	966	966	966
Olfr1336	945	945	945	945
Olfr1346	942	942	942	942
Olfr5	1044	1044	1044	1044
Olfr1347	960	960	960	960
Olfr1348	939	939	939	939
Olfr1349	954	954	954	954
Olfr1350	927	927	927	927
Zim2	1158	1158	1158	1158
Zim1	3501	3501	3501	3501
Peg3	6624	6624	6624	6624
Peg3os	865	865	865	865
Usp29	7508	7508	7540	7704
Mir3099	84	84	84	84
Zim3	3224	3224	3224	3224
Aurkc	1302	1316	1438	1438
Zfp954	2037	2037	2037	2037
Zfp773	3025	3025	3025	3025
Zfp418	2700	2700	2700	2700
Zfp772	2772	2772	2772	2772
Vmn2r29	2079	2079	2559	3806
Clcn4-2	2842	4159	4631	5028
Mir5620	56	56	56	56
Vmn2r30	2559	2559	2559	2559
Vmn2r31	2586	2586	2586	2586
Vmn2r32	2559	2559	2559	2559
Vmn2r33	2586	2586	2586	2586
Vmn2r34	2559	2559	2559	2559
Vmn2r35	2586	2586	2586	2586
Vmn2r36	2559	2559	2559	2559
Vmn2r47	2558	2559	2559	10235
2810047C21Rik1	1644	1644	1644	1644
Vmn2r41	2559	2559	2559	2559
Vmn2r42	3619	3619	3619	3619
Vmn2r43	2846	2846	2846	2846
Vmn2r44	2586	2586	2586	2586
Vmn2r45	2559	2559	2559	2559
Vmn2r40	2559	2559	2559	2559
Vmn2r39	2586	2586	2586	2586
Vmn2r38	2586	2586	2586	2586
Vmn2r37	3078	3078	3078	3078
Vmn2r46	2430	2430	2430	4860
Vmn2r48	2568	2568	2568	2568
Vmn2r49	2559	2559	2559	2559
Vmn2r50	2586	2586	2586	2586
Vmn2r51	2559	2559	2559	2559
Vmn2r52	2559	2559	2559	2559
Vmn1r66	1524	1524	1524	1524
Vmn1r67	999	999	999	999
Zik1	4191	4191	4191	4191
Vmn1r68	960	960	960	960
Vmn1r69	1732	1732	1732	1732
Vmn1r70	897	897	897	897
Nlrp4b	3274	3274	3274	3274
Vmn1r71	2037	2037	2037	2037
Zscan4a	2257	2257	2257	2257
Zscan4b	1754	1754	1754	1754
Zscan4c	2276	2276	2276	2276
Zscan4d	1992	1992	1992	1992
Zscan4f	1829	1829	1829	1829
Vmn1r72	921	921	921	921
Vmn1r73	912	912	912	912
Vmn1r74	915	915	915	915
Vmn1r75	918	918	918	918
Vmn1r76	975	975	975	975
Vmn1r77	921	921	921	921
Vmn1r78	942	942	942	942
Vmn1r79	921	921	921	921
Vmn1r80	927	927	927	927
Gm4224	1594	1594	1594	1594
Vmn1r81	921	921	921	921
Vmn1r82	915	915	915	915
Vmn1r83	921	921	921	921
Vmn1r84	957	957	957	957
Zfp551	2335	2335	2335	2335
Zfp606	3529	3529	4736	6424
2900092C05Rik	851	851	851	851
Vmn2r53	2421	2421	2421	2421
Vmn2r54	2421	2421	2421	2421
Vmn2r55	2346	2346	2346	2346
Vmn2r56	2340	2340	2340	2340
Zscan18	3626	3626	3626	3626
Zfp329	7931	7931	7931	7931
Zfp110	3549	3549	3549	3549
Zfp128	3833	3833	3833	3833
Zscan22	3217	3213	3507	3507
Rps5	740	740	740	740
Rnf225	3239	3239	3239	3239
Zfp324	4289	4289	4289	4289
Zfp446	4676	4617	4914	4914
Slc27a5	2330	2330	2330	2330
Zbtb45	2140	2140	2140	2140
Trim28	3242	3242	3242	3242
Chmp2a	927	927	927	927
Ube2m	1177	1228	1295	1567
Mzf1	3469	3497	3597	3597
Vmn1r85	927	927	927	927
Vmn1r86	951	951	951	951
Vmn1r87	888	888	888	888
Vmn1r88	951	951	951	951
Vmn1r89	951	951	951	951
6330408A02Rik	3347	3347	3347	3347
Lig1	3145	3168	3176	3519
Pla2g4c	3382	3382	3390	3485
Cabp5	1745	1745	1745	1745
Bsph1	808	808	823	823
Bsph2	530	530	530	530
Sult2a5	1046	1046	1046	1046
Sult2a2	741	741	741	741
Sult2a1	1021	1021	1021	1021
Sult2a4	964	964	964	964
Sult2a3	858	858	858	858
Sult2a6	969	969	969	969
Sult2a8	2122	2122	2147	2243
Sult2a7	897	897	897	897
Nlrp5-ps	2914	2914	3919	4528
Vmn1r90	930	930	930	930
Obox7	1264	1264	1264	1264
Obox2	1327	1327	1327	1327
Obox1	1217	1217	1217	1217
Obox3	1603	1603	1603	1603
Obox5	1312	1312	1312	1312
Obox6	1336	1336	1336	1336
Crx	2892	2892	2906	3018
Crxos	1478	1541	2252	2967
Sepw1	705	705	705	705
Gltscr2	1557	1557	1557	1557
Snord23	99	99	99	99
Ehd2	3058	3058	3058	3058
Gltscr1	5360	5360	5360	5360
Zfp541	4561	4561	4561	4561
Napa	2332	2332	2332	2332
Kptn	1649	1649	1649	1649
Slc8a2	4235	4235	4235	4235
Meis3	1749	1763	1774	1774
Dhx34	4062	4076	4310	4345
C5ar2	3475	3475	3522	3561
C5ar1	2510	2510	2540	2570
Inafm1	1680	1680	1680	1680
Ccdc9	2081	2081	2183	2570
Bbc3	1976	1976	1976	1976
Sae1	1862	1850	1985	2630
Zc3h4	6051	6051	6051	6051
Tmem160	815	815	815	815
Npas1	2091	2091	2091	2091
Arhgap35	8393	8393	8393	8393
Ceacam-ps1	715	715	715	715
Ceacam15	1391	1391	1391	1391
Ceacam9	1374	1374	1374	1374
Ap2s1	798	798	798	798
Slc1a5	2758	2758	2758	2758
Fkrp	2806	2806	2806	2806
